mrr,plan_tier,months_active,usage_index,usage_trend_3m,support_tickets_90d,payment_failures,seat_utilization,days_since_login,churned
114.03,0,34,0.8532,-0.0836,2,0,0.05,12,1
869.44,1,51,0.4676,0.0365,2,0,0.8906,5,0
601.25,0,44,0.1939,0.1386,1,0,0.3305,4,0
1415.68,1,30,0.6596,-0.0509,5,0,0.05,14,0
466.26,1,41,0.502,-0.0631,3,0,0.4635,0,1
259.87,0,56,0.439,0.1286,2,0,0.7073,8,0
190.44,0,20,0.1227,-0.0111,3,0,0.7017,5,0
527.83,0,55,0.6698,-0.0945,5,0,0.1351,35,0
315.89,0,37,0.3944,0.1093,1,0,0.9613,2,0
221.66,0,12,0.7576,-0.1581,4,0,0.2467,44,1
900.7,1,59,0.4539,-0.0502,6,1,0.5081,43,0
116.43,0,42,0.483,-0.0804,1,0,0.7929,8,0
198.37,0,24,0.2574,0.1735,1,0,0.5344,5,0
901.42,1,13,0.3167,-0.2612,7,0,0.4911,35,1
1196.56,1,55,0.6619,0.042,0,0,0.7274,3,0
147.0,0,50,0.4561,-0.0204,1,1,0.3592,7,1
778.85,1,3,0.5837,0.133,1,0,0.6356,7,0
3417.33,2,39,0.122,-0.0908,1,0,0.734,6,0
535.51,1,7,0.455,-0.1004,0,0,0.7058,2,0
964.33,1,18,0.3788,0.2095,2,0,0.4129,7,1
296.77,0,35,0.2566,-0.3665,4,4,0.3646,30,1
4373.23,2,15,0.3623,-0.4109,6,0,0.4058,54,1
267.56,0,31,0.2992,0.1578,4,0,0.6166,2,1
2260.1,2,26,0.4465,-0.4158,2,0,0.5889,41,1
1200.46,1,35,0.4211,-0.315,2,0,0.2392,23,1
182.3,0,49,0.4501,-0.2743,6,0,0.6645,14,0
268.43,0,10,0.5451,-0.2513,8,0,0.05,14,1
758.78,1,48,0.3205,0.0542,1,0,0.5989,5,0
847.76,1,14,0.5759,-0.0796,3,0,0.562,15,0
390.26,0,3,0.4039,-0.0719,8,1,0.3495,39,1
1080.5,1,27,0.3237,-0.1185,2,0,0.4991,3,1
1846.75,2,19,0.4961,-0.0774,1,0,0.2886,0,1
304.21,0,12,0.5485,-0.0059,1,0,0.5812,7,0
488.6,0,26,0.6996,0.0262,0,2,0.8956,7,0
216.78,0,53,0.4621,-0.1002,1,0,0.5228,4,0
936.39,1,36,0.3865,0.045,3,0,0.765,0,0
271.04,0,44,0.1905,-0.4439,7,0,0.3399,30,1
2347.66,2,9,0.4264,-0.2678,7,1,0.1826,35,1
163.88,0,5,0.8176,-0.1958,2,0,0.6452,4,0
1458.24,1,21,0.5313,0.0304,1,0,0.605,4,0
221.15,0,47,0.5508,0.2015,1,0,0.4442,7,0
415.3,0,54,0.612,0.0658,3,3,0.49,6,1
716.04,1,7,0.4629,-0.132,5,0,0.6839,22,1
232.98,0,29,0.467,-0.3812,7,0,0.5972,34,1
1360.78,1,24,0.1453,0.0777,3,0,0.775,4,0
3398.48,2,45,0.3364,-0.2608,4,0,0.6547,26,0
2581.84,2,13,0.6246,0.0907,2,0,0.4121,1,1
3132.63,2,30,0.7766,-0.0896,0,0,0.676,5,1
262.14,0,51,0.4108,0.0321,1,0,0.3299,0,0
887.4,1,28,0.3358,-0.0261,2,0,0.4169,3,1
1903.89,2,47,0.4333,-0.1791,8,0,0.1008,13,1
397.94,0,38,0.6484,-0.1746,0,0,0.9058,7,0
227.51,0,36,0.5941,-0.0193,0,0,0.3822,6,0
1496.71,1,16,0.4965,0.0742,1,2,0.2651,8,1
259.65,0,60,0.4257,0.0904,1,0,0.7625,0,0
896.41,1,15,0.1647,-0.2129,3,1,0.05,48,1
3129.97,2,56,0.4519,-0.2656,3,0,0.05,37,1
897.46,1,60,0.5146,0.0841,3,1,0.5106,7,0
261.29,0,31,0.3935,0.1784,2,1,0.5665,0,0
286.97,0,53,0.4179,-0.0639,2,0,0.7483,1,0
396.52,0,43,0.8558,-0.1996,5,0,0.1668,48,1
229.95,0,45,0.286,-0.2641,4,0,0.498,37,1
851.53,1,5,0.6356,0.1033,0,1,0.6831,1,0
893.21,1,9,0.5024,0.1297,1,0,0.5789,5,0
392.48,0,5,0.7677,-0.2941,8,0,0.69,32,1
280.04,0,2,0.5935,-0.1332,3,2,0.4601,1,1
4519.37,2,51,0.1847,-0.0279,2,0,0.7874,0,0
274.54,0,11,0.7867,-0.1515,8,0,0.05,23,1
818.96,1,1,0.5678,-0.0601,1,0,0.4203,35,1
273.15,0,57,0.8211,-0.0526,9,2,0.4517,48,0
561.38,1,17,0.3282,-0.241,4,0,0.135,35,0
201.75,0,49,0.3316,-0.0236,2,0,0.3599,3,1
739.14,1,58,0.9306,-0.0042,2,3,0.8768,3,0
431.57,0,32,0.6287,-0.2984,3,0,0.4144,11,0
879.74,1,56,0.965,-0.1266,4,0,0.3448,39,1
244.75,0,59,0.4027,0.0133,0,0,0.8101,5,0
445.49,0,9,0.8162,0.0151,0,0,0.3122,6,0
1531.7,1,9,0.6061,0.0768,1,2,0.6896,1,0
450.01,0,23,0.4442,-0.0085,0,0,0.5238,2,0
215.14,0,34,0.3859,-0.3772,4,0,0.1482,51,1
243.85,0,48,0.2761,-0.2572,2,0,0.05,34,0
547.13,0,11,0.7296,-0.0302,1,0,0.4661,7,0
315.54,0,12,0.7797,0.0398,0,2,0.3049,7,0
2185.4,2,19,0.5919,-0.3992,6,0,0.6056,24,1
372.9,0,17,0.5908,-0.0441,0,2,0.4625,0,1
1266.2,1,57,0.6897,-0.0548,1,0,0.8546,1,0
1964.94,2,24,0.3343,-0.3251,0,0,0.0875,59,1
313.15,0,53,0.8797,0.0891,0,0,0.5078,5,0
1230.92,1,4,0.882,0.1274,1,0,0.4207,1,0
1598.98,2,7,0.7645,0.0515,2,0,0.8442,2,0
893.85,1,49,0.163,-0.3526,10,0,0.5338,30,1
196.34,0,15,0.4932,-0.2426,4,0,0.05,39,1
205.54,0,5,0.4918,0.0337,0,0,0.7649,5,1
238.13,0,36,0.1079,-0.3439,11,0,0.6752,57,1
1051.75,1,9,0.1401,0.1444,1,0,0.5434,3,0
2144.19,2,4,0.2858,0.1271,1,0,0.2824,1,1
1912.71,2,25,0.4672,0.0987,2,4,0.5233,0,0
295.28,0,34,0.3991,0.2411,0,0,0.6921,3,0
595.73,1,32,0.779,-0.1352,1,0,0.6083,3,0
336.96,0,36,0.0602,0.0431,0,0,0.9226,7,0
3566.03,2,2,0.7903,-0.0737,2,0,0.3304,3,1
282.07,0,18,0.2124,0.1752,0,1,0.7467,0,1
2235.67,2,21,0.2822,-0.2659,6,0,0.5039,56,0
1014.27,1,18,0.6999,-0.4102,5,0,0.2887,16,0
142.58,0,34,0.3258,-0.0249,0,0,0.5629,3,0
349.94,0,14,0.4155,0.062,1,0,0.5672,8,0
2635.64,1,38,0.3834,-0.269,5,0,0.05,43,0
277.81,0,57,0.3934,0.0186,0,0,0.4727,2,0
853.66,1,40,0.5324,0.0534,0,0,0.3811,8,0
3113.45,2,24,0.7167,0.112,0,0,0.2468,1,0
1583.02,1,27,0.286,-0.3622,5,2,0.4747,31,0
407.94,0,36,0.7681,-0.3626,2,0,0.154,46,0
136.38,0,44,0.6349,0.1238,0,0,0.8204,6,0
353.21,0,19,0.1666,-0.0217,2,0,0.5639,3,0
5904.08,2,3,0.3906,-0.4026,2,0,0.1402,54,1
360.59,0,43,0.8154,0.0945,1,3,0.2592,1,0
193.6,0,40,0.4862,-0.0231,0,0,0.6369,1,0
320.06,0,7,0.5701,0.0814,1,0,0.7221,2,0
1533.0,2,38,0.5406,0.1238,0,0,0.818,1,0
446.47,0,5,0.85,0.079,1,0,0.5495,4,1
1717.57,2,39,0.3896,0.0402,2,0,0.1253,8,0
913.43,1,45,0.4928,-0.3251,0,0,0.8287,3,0
659.18,1,1,0.7446,-0.0767,3,0,0.2189,7,0
1982.21,2,44,0.8539,0.0879,1,0,0.3097,4,0
1497.23,1,8,0.3592,-0.3815,9,0,0.2044,41,1
2488.5,2,16,0.3306,0.0714,3,0,0.5378,3,0
238.45,0,43,0.539,-0.3051,2,0,0.5558,43,1
596.09,1,22,0.2213,0.0087,0,0,0.3359,4,0
462.26,1,59,0.1137,-0.226,5,0,0.4494,56,1
574.37,1,58,0.4067,-0.2306,6,0,0.05,41,1
2495.91,2,60,0.7375,0.0885,1,0,0.4045,1,0
3382.28,2,7,0.1619,0.1457,1,0,0.9079,7,0
731.5,1,11,0.4202,-0.1882,0,0,0.4337,1,1
502.49,0,11,0.3273,0.0281,1,0,0.7811,5,1
225.6,0,36,0.8119,-0.2685,4,0,0.4118,55,0
266.82,0,26,0.446,-0.1448,3,1,0.4284,50,1
198.75,0,45,0.3407,0.0043,0,0,0.9098,7,0
410.2,0,17,0.5369,0.256,1,0,0.42,7,0
604.26,0,12,0.643,-0.0339,1,0,0.579,1,0
156.53,0,39,0.294,-0.3143,2,0,0.1668,45,0
788.45,1,38,0.1099,-0.1259,3,0,0.4187,40,1
451.49,0,42,0.3716,0.0005,0,1,0.9777,7,0
1446.34,2,19,0.832,-0.3353,7,0,0.05,40,1
1085.24,1,32,0.8488,-0.1433,8,0,0.2068,26,1
444.7,0,56,0.3816,-0.0544,2,0,0.3931,7,1
298.05,0,37,0.5265,-0.063,1,0,0.8317,2,1
351.59,0,56,0.569,-0.021,1,0,0.8087,8,0
4445.02,2,27,0.2955,-0.1113,2,0,0.2727,54,1
573.54,0,3,0.3356,-0.1267,6,0,0.4937,52,0
870.91,1,46,0.4975,-0.2498,4,0,0.4837,17,0
1991.99,2,28,0.6392,0.0362,2,0,0.6964,6,0
1739.29,2,3,0.4965,-0.2651,8,0,0.087,9,0
408.22,0,9,0.8111,0.0004,2,0,0.8833,2,0
179.43,0,19,0.5465,-0.0658,4,0,0.6757,52,0
265.46,0,12,0.2907,0.0626,0,0,0.5367,6,0
300.61,0,42,0.2519,-0.1907,4,1,0.3095,21,0
243.19,0,37,0.6865,-0.0286,0,0,0.3021,6,1
981.58,1,20,0.6668,-0.0783,2,0,0.407,0,1
5888.78,2,6,0.2332,-0.2979,7,3,0.621,48,0
852.92,1,5,0.6679,0.0018,1,0,0.8006,6,0
764.2,1,57,0.6188,-0.3154,6,0,0.3901,33,1
413.74,0,21,0.5561,0.0894,2,0,0.7898,7,0
967.85,1,7,0.8503,0.0197,1,0,0.3917,2,1
1472.9,1,43,0.8078,0.2101,3,0,0.7774,0,0
2542.4,2,53,0.3458,0.0165,1,1,0.7653,5,0
2200.14,2,8,0.6334,-0.2692,12,0,0.3083,56,1
155.33,0,57,0.8809,0.1421,0,0,0.8461,0,0
164.51,0,44,0.6646,0.1351,2,0,0.7078,2,0
152.53,0,16,0.6739,-0.4451,6,1,0.5197,53,1
331.18,0,47,0.7589,-0.2551,9,2,0.3777,51,1
1489.86,2,26,0.1143,-0.2633,6,0,0.2247,19,1
450.04,0,39,0.57,-0.1668,3,0,0.1319,9,1
899.47,1,8,0.5584,-0.0589,0,0,0.6948,6,1
817.1,1,15,0.5897,-0.4375,11,0,0.05,20,1
215.84,0,47,0.4587,-0.1518,6,0,0.5662,9,1
360.56,0,49,0.5483,-0.1718,5,0,0.5109,14,1
671.59,1,1,0.5021,-0.409,9,3,0.6836,59,1
630.39,1,13,0.7588,-0.1021,1,0,0.3904,8,0
439.57,0,37,0.0936,-0.439,1,0,0.4617,29,0
328.32,0,55,0.1893,-0.1898,6,0,0.1476,39,0
819.75,1,41,0.4061,-0.0519,4,1,0.3141,21,0
362.99,0,43,0.2844,-0.1025,1,2,0.444,0,0
2407.51,2,24,0.4775,0.096,1,0,0.6336,3,0
331.6,0,4,0.6082,0.1277,0,2,0.5889,4,0
217.89,0,46,0.672,-0.069,9,0,0.2679,24,1
598.56,0,48,0.8518,-0.3493,6,0,0.0675,57,1
726.58,1,27,0.3843,0.2229,0,0,0.239,7,0
1534.3,1,31,0.4821,-0.3701,3,2,0.6976,9,0
271.45,0,15,0.6368,-0.0041,1,0,0.744,1,0
3183.41,2,28,0.3702,-0.0681,5,0,0.4173,25,1
374.97,0,15,0.6629,-0.1972,0,0,0.074,49,0
433.23,0,26,0.7034,0.2547,0,0,0.6652,0,1
216.08,0,9,0.7201,0.1538,2,0,0.6536,5,0
422.57,0,37,0.423,-0.1952,4,0,0.6459,27,1
1698.46,1,15,0.5161,0.1762,0,1,0.5956,6,0
264.9,0,44,0.6188,0.1369,0,0,0.7644,5,1
900.88,1,32,0.3119,-0.1699,2,1,0.3109,6,0
241.45,0,54,0.3339,0.1262,0,4,0.7043,4,0
2125.94,2,14,0.757,0.0319,0,0,0.5482,1,0
527.89,0,17,0.6138,-0.3381,6,1,0.6952,24,0
1688.75,2,15,0.4664,-0.3243,11,0,0.578,39,1
208.54,0,38,0.8678,0.0614,1,0,0.8028,4,0
509.64,0,7,0.7561,-0.2729,2,0,0.5538,19,0
1107.45,1,42,0.4066,0.008,0,0,0.5588,3,0
1869.36,1,50,0.1753,-0.0131,1,0,0.3897,0,0
760.19,1,41,0.7024,-0.2765,6,0,0.4694,39,0
303.11,0,9,0.2158,-0.0101,1,0,0.6799,1,0
706.26,1,30,0.7903,-0.114,7,0,0.2359,30,0
2523.44,2,33,0.4526,-0.0764,2,0,0.05,45,0
478.32,1,24,0.7977,-0.0746,0,1,0.7377,4,0
368.56,0,28,0.4989,-0.1094,1,0,0.1866,5,0
996.69,1,46,0.3506,0.138,1,0,0.966,3,0
872.25,1,51,0.1918,0.1004,2,0,0.7008,4,0
2093.51,2,19,0.2998,-0.1774,2,0,0.05,59,1
212.03,0,20,0.2771,-0.1069,0,1,0.6147,6,0
374.12,0,13,0.5466,0.0097,1,0,0.7313,5,0
590.72,1,25,0.6891,-0.1123,1,0,0.4737,7,0
1064.63,1,33,0.3083,-0.0042,1,0,0.8342,4,0
1839.56,1,43,0.4905,-0.426,6,3,0.4051,26,0
487.76,0,17,0.343,0.0504,1,0,0.5668,3,0
171.24,0,13,0.463,-0.4356,2,0,0.3808,49,1
737.57,1,2,0.5183,-0.0581,1,0,0.4577,7,0
336.09,0,6,0.3122,-0.1572,3,3,0.05,50,1
282.95,0,4,0.2263,-0.3701,6,1,0.2571,42,1
545.35,1,13,0.3623,-0.1404,8,2,0.1574,59,0
1018.5,1,42,0.1688,0.0526,1,0,0.5937,2,1
2391.6,2,47,0.3083,-0.1992,6,0,0.2771,53,0
566.74,0,59,0.5651,0.1604,1,0,0.7079,3,0
265.4,0,33,0.2862,0.1017,1,0,0.379,8,0
3612.03,2,28,0.6852,-0.3956,5,0,0.1397,10,0
186.12,0,54,0.7203,-0.0653,4,0,0.7898,4,0
202.37,0,9,0.5124,0.0464,3,0,0.9112,0,0
373.33,0,38,0.3471,0.0575,0,0,0.7238,7,0
1300.53,1,50,0.8022,-0.2171,2,0,0.396,3,0
1716.66,2,31,0.9098,0.0347,1,0,0.4598,0,0
897.53,1,16,0.2719,0.0813,2,0,0.4881,0,0
548.76,1,38,0.4375,-0.1214,0,0,0.6743,3,0
272.18,0,60,0.3785,-0.2961,8,0,0.2362,43,1
388.7,0,15,0.3653,0.03,2,0,0.5223,3,0
249.05,0,34,0.8713,-0.2222,2,0,0.1181,54,0
265.79,0,4,0.6901,-0.0213,0,3,0.0818,3,1
195.28,0,14,0.4856,0.0378,1,0,0.4466,1,0
231.12,0,47,0.2988,0.0541,4,1,0.4747,4,1
536.58,0,30,0.8045,-0.2608,3,0,0.7036,4,0
913.01,1,12,0.5284,-0.0155,5,0,0.4443,2,0
626.67,1,21,0.298,-0.4153,5,1,0.2562,12,0
259.75,0,8,0.6823,-0.2157,2,0,0.4531,6,0
165.8,0,47,0.9488,0.0874,1,0,0.63,8,0
624.07,1,57,0.036,0.0286,2,0,0.3322,7,1
1432.73,1,7,0.2815,-0.2497,4,3,0.05,34,1
846.71,1,15,0.7473,0.0921,0,0,0.4914,0,0
562.08,0,52,0.543,-0.4262,5,0,0.4086,23,1
860.79,1,53,0.3507,0.0243,0,0,0.5011,6,0
286.37,0,47,0.7604,-0.3643,4,0,0.0898,47,1
362.92,0,43,0.4622,0.0255,1,0,0.2182,6,0
113.8,0,52,0.4401,-0.1644,0,1,0.8381,6,0
311.57,0,23,0.835,-0.2842,4,0,0.6444,49,0
285.07,0,54,0.3606,0.0264,1,0,0.4816,1,0
487.84,0,54,0.6033,-0.1883,5,0,0.05,40,1
1247.45,1,14,0.1981,-0.2926,1,4,0.347,45,1
195.02,0,5,0.2727,-0.0778,1,0,0.4004,8,0
447.93,0,32,0.4865,-0.0775,2,0,0.2132,4,0
264.56,0,46,0.7354,0.1643,0,0,0.6917,7,1
211.31,0,51,0.8842,-0.0816,9,0,0.6461,11,1
310.71,0,9,0.5194,-0.4405,3,2,0.4194,14,1
270.13,0,23,0.3643,0.1736,1,0,0.6456,5,0
496.88,0,47,0.6262,-0.0544,0,0,0.5044,3,0
1002.69,1,4,0.1441,-0.062,0,0,0.3794,6,1
2579.12,2,44,0.9036,0.0072,2,2,0.7398,4,0
397.47,0,18,0.4933,0.0814,2,2,0.4096,1,0
1304.7,1,2,0.1217,-0.1803,4,0,0.6367,37,0
3157.34,2,15,0.3522,0.0655,1,0,0.1729,3,0
3944.34,2,45,0.3646,0.0604,1,0,0.4218,7,0
1101.32,1,53,0.6344,-0.2092,10,0,0.4765,35,1
2545.04,2,5,0.7335,-0.3533,4,0,0.438,50,0
3703.13,2,28,0.7725,0.0644,2,0,0.1882,4,0
862.13,1,13,0.5377,0.2273,1,0,0.1791,4,0
293.39,0,42,0.328,-0.1486,1,2,0.5934,58,1
529.76,0,47,0.2669,0.053,3,0,0.336,6,0
511.61,0,58,0.5644,-0.0405,1,0,0.393,7,0
289.17,0,22,0.509,0.0436,2,0,0.3779,6,1
247.43,0,18,0.7179,-0.0425,2,0,0.6074,1,0
483.95,0,19,0.3027,-0.0059,1,0,0.8363,0,0
1177.76,1,46,0.8985,0.2649,0,0,0.6418,3,0
993.94,1,27,0.6309,0.0307,1,0,0.6794,8,0
795.18,1,2,0.3674,-0.3,7,0,0.0873,50,1
325.7,0,57,0.8129,0.0843,1,1,0.4023,1,0
287.8,0,7,0.7248,0.1329,2,0,0.6023,1,0
705.36,1,56,0.7296,0.0876,1,2,0.3879,3,0
931.12,1,10,0.243,0.0023,2,1,0.4167,1,0
2633.64,2,33,0.4955,-0.1044,10,0,0.1114,19,1
2104.51,2,19,0.9907,-0.2841,4,1,0.0542,33,1
3293.03,2,42,0.3914,0.001,1,0,0.6814,3,0
455.31,0,25,0.2289,-0.1299,1,0,0.0611,57,1
407.22,0,23,0.6839,-0.3312,3,2,0.3709,9,1
263.27,0,29,0.4718,0.1415,1,0,0.6221,8,0
1159.52,1,59,0.3239,-0.243,1,0,0.2878,30,0
2466.39,2,15,0.3862,0.1467,2,0,0.05,7,0
188.17,0,14,0.2791,-0.2876,3,0,0.6805,51,0
1126.28,1,4,0.379,-0.4286,5,0,0.2505,37,0
305.22,0,45,0.2384,-0.3555,5,0,0.2847,32,1
718.83,0,41,0.6825,-0.4046,6,0,0.4113,13,0
482.96,0,37,0.5181,0.0272,1,0,0.2302,8,0
371.96,0,2,0.1763,0.0547,1,0,0.3251,0,0
2618.7,2,48,0.7971,0.1785,0,1,0.7079,6,0
307.1,0,49,0.4488,-0.0018,2,0,0.9031,5,0
626.36,1,57,0.2029,0.1007,2,1,0.1617,0,1
484.24,1,56,0.8062,0.0718,2,0,0.9316,7,0
213.68,0,16,0.6837,0.0295,1,0,0.4881,1,1
285.2,0,43,0.3161,0.0961,1,0,0.3233,3,1
425.93,1,25,0.2141,-0.3491,4,0,0.05,14,1
239.7,0,36,0.4418,-0.0769,2,0,0.1877,3,1
2200.76,2,20,0.7081,0.0633,1,0,0.4562,3,0
268.94,0,40,0.6121,-0.1438,0,2,0.1759,5,1
706.0,1,58,0.3092,0.0712,0,0,0.7711,6,0
789.73,1,40,0.2221,-0.0928,1,2,0.5208,7,0
530.19,0,56,0.5101,0.1718,0,0,0.4333,1,0
365.63,0,56,0.5271,-0.0196,1,1,0.6398,4,0
1972.62,2,8,0.5946,0.1653,2,0,0.2932,5,0
283.15,0,58,0.8586,-0.0011,1,0,0.7583,8,0
287.14,0,50,0.4202,-0.4325,4,0,0.4277,24,1
221.65,0,26,0.2641,0.1066,1,3,0.2203,5,0
221.56,0,37,0.2271,0.0493,1,0,0.2153,0,0
1267.63,1,38,0.877,-0.2087,6,0,0.2818,46,1
768.39,1,48,0.2484,-0.0829,3,0,0.05,50,1
197.7,0,49,0.7668,-0.0195,0,0,0.3434,7,1
876.66,1,7,0.6412,-0.439,3,0,0.5688,39,1
302.23,0,1,0.3652,-0.0647,6,0,0.3046,13,1
145.39,0,15,0.4454,-0.2605,6,0,0.3722,14,0
877.4,1,32,0.3968,-0.2633,4,0,0.3549,39,1
3251.97,2,51,0.5946,0.1302,0,0,0.5145,1,0
339.61,0,40,0.7352,-0.0723,0,0,0.6942,1,0
632.9,0,9,0.7985,-0.1552,0,0,0.7491,3,0
1378.99,1,44,0.3291,-0.2182,2,0,0.6015,28,0
1477.86,1,29,0.9182,-0.0847,2,0,0.4027,7,0
772.72,0,23,0.4236,-0.149,2,0,0.6047,23,0
378.13,0,47,0.7848,0.0296,0,0,0.8461,6,0
942.27,1,18,0.3445,-0.0873,1,0,0.4626,2,1
407.76,0,38,0.6318,0.1124,0,0,0.7649,2,0
238.45,0,11,0.8058,0.0221,0,0,0.681,2,0
301.14,0,23,0.6107,-0.0682,1,0,0.4809,3,0
231.18,0,34,0.8536,-0.0594,3,0,0.5036,5,0
333.34,0,38,0.1679,0.1497,3,0,0.7493,8,0
1910.38,2,56,0.3717,-0.0079,2,0,0.3064,3,0
699.8,1,18,0.4632,0.0814,1,0,0.2861,4,0
1028.58,1,54,0.8225,0.019,1,1,0.7708,0,1
2287.07,2,49,0.6214,-0.1555,1,0,0.1038,3,1
147.71,0,22,0.3681,0.0947,2,0,0.4279,7,1
174.24,0,9,0.3588,0.1274,1,0,0.6914,0,0
1606.29,2,16,0.9296,0.2042,1,0,0.2472,5,1
212.9,0,40,0.4824,-0.301,5,0,0.05,53,0
1028.92,1,48,0.4122,-0.2958,2,0,0.4497,3,0
960.88,1,37,0.1546,0.0839,1,2,0.05,4,0
421.04,0,44,0.5266,-0.0399,1,3,0.193,3,0
377.42,0,7,0.4324,-0.123,0,0,0.822,4,0
422.02,0,31,0.6327,0.0308,1,1,0.6064,0,0
358.82,0,53,0.5958,-0.0249,0,0,0.6227,4,0
312.08,0,24,0.3553,-0.1076,2,0,0.2588,4,0
426.09,0,54,0.9221,0.0117,0,0,0.7847,3,0
1227.85,1,8,0.5347,-0.1857,4,0,0.3387,21,0
2737.66,2,59,0.6289,0.0375,0,0,0.5158,7,0
1388.66,1,48,0.5646,-0.1126,5,0,0.3875,50,0
127.59,0,38,0.181,0.0643,0,0,0.5425,0,0
261.97,0,38,0.185,-0.1491,1,0,0.9042,0,0
260.57,0,57,0.717,0.0149,4,3,0.4957,5,1
434.12,0,23,0.4121,-0.4138,3,0,0.5664,25,0
4159.76,2,10,0.3449,-0.0178,2,0,0.4751,0,0
174.57,0,56,0.6177,-0.0629,3,0,0.9249,0,0
475.23,0,7,0.663,-0.0546,1,0,0.3862,7,0
590.65,1,40,0.6195,-0.4126,3,0,0.4834,10,0
194.5,0,16,0.757,0.1114,1,0,0.7983,0,0
267.17,0,56,0.3534,0.1727,3,0,0.5686,4,0
259.44,0,59,0.3764,-0.4112,7,0,0.4481,42,1
515.83,1,29,0.4633,-0.1361,0,0,0.5065,6,0
1117.31,1,32,0.4026,-0.0739,3,0,0.7776,2,1
367.85,0,28,0.1534,0.0857,1,0,0.7284,7,0
3470.79,2,26,0.083,0.1501,3,0,0.7572,6,0
2062.17,2,57,0.7778,-0.0767,1,0,0.5856,7,0
877.76,1,18,0.6096,0.0383,2,0,0.8257,4,0
286.93,0,58,0.4139,-0.0932,0,0,0.4243,4,0
523.57,0,40,0.7894,-0.4466,8,0,0.6063,59,1
890.02,2,58,0.3483,-0.0992,8,0,0.3736,10,0
207.46,0,37,0.6078,0.0383,1,0,0.4961,3,0
891.73,1,50,0.5718,-0.3985,6,0,0.0777,53,0
608.67,1,30,0.3842,-0.1462,5,0,0.4404,9,0
264.93,0,28,0.5701,0.3298,2,0,0.694,0,0
851.58,1,16,0.8385,-0.0529,4,0,0.4026,23,1
1906.52,2,13,0.193,-0.1038,2,4,0.5331,17,0
910.31,1,3,0.1722,0.1709,1,0,0.3525,0,0
361.31,0,24,0.2185,-0.333,6,0,0.5872,36,1
2209.52,2,60,0.5909,0.0562,2,0,0.3163,4,0
759.46,1,57,0.3527,-0.0655,5,0,0.536,28,1
839.83,1,42,0.8187,-0.0096,0,1,0.7993,3,0
887.69,1,22,0.6541,-0.1685,1,0,0.5542,1,0
484.01,1,32,0.7158,-0.1374,1,0,0.5082,3,0
340.84,0,46,0.4405,-0.4105,4,0,0.167,53,0
247.65,0,1,0.6083,-0.0346,3,0,0.632,4,0
450.98,0,56,0.5645,-0.3625,2,0,0.1283,40,1
1094.54,1,53,0.8147,-0.0836,4,0,0.624,0,0
1340.43,1,59,0.7089,-0.0943,4,0,0.2143,57,1
624.76,1,6,0.4842,-0.4053,7,0,0.312,28,1
254.65,0,57,0.8823,-0.1155,5,0,0.5816,11,1
576.15,1,37,0.1448,-0.1899,6,0,0.5251,22,1
1875.08,2,34,0.8663,-0.3305,4,0,0.2092,29,0
449.49,0,11,0.5413,-0.2867,4,0,0.1942,12,1
1497.94,1,30,0.1886,0.1152,1,1,0.4299,0,1
595.48,1,22,0.4153,-0.0998,2,0,0.7049,8,1
758.11,1,60,0.6966,0.1752,1,2,0.8353,7,0
282.37,0,21,0.3466,-0.1406,2,0,0.3318,48,1
1092.46,1,14,0.6077,-0.3057,2,0,0.1982,27,1
1296.33,2,57,0.2843,0.08,0,0,0.7792,3,0
507.84,1,12,0.3405,-0.2669,8,0,0.05,15,0
2848.63,2,55,0.6781,-0.0586,2,0,0.9914,0,0
1213.25,2,58,0.4951,-0.0742,3,0,0.6025,5,1
248.02,0,19,0.2811,0.1951,2,1,0.6326,0,0
941.95,1,42,0.3913,0.0303,3,0,0.9493,0,0
335.41,0,48,0.7857,-0.0915,1,1,0.5148,4,0
2283.86,2,33,0.6799,0.0717,0,2,0.2169,0,0
255.15,0,42,0.5997,0.0543,2,0,0.6117,6,1
389.74,0,8,0.7214,-0.1194,4,0,0.451,30,0
2651.94,2,31,0.6971,-0.0698,1,0,0.612,7,0
231.23,0,31,0.3487,-0.1863,1,0,0.1382,9,0
901.83,1,34,0.715,0.1146,0,0,0.3627,7,0
331.62,0,57,0.5778,0.0522,3,0,0.5829,2,1
4379.14,2,50,0.8518,-0.0588,4,1,0.1066,45,0
3160.35,2,37,0.8203,-0.0582,0,1,0.882,1,0
443.62,0,25,0.4664,0.068,4,0,0.4878,6,0
718.75,1,25,0.0996,-0.3771,10,0,0.468,52,1
241.39,0,2,0.5539,-0.3088,7,0,0.1846,59,0
819.62,1,34,0.3866,0.1326,1,0,0.439,4,0
846.38,1,16,0.6595,-0.4389,9,0,0.5226,42,1
625.41,1,54,0.2689,-0.2047,9,1,0.4669,46,0
451.67,0,47,0.735,0.1509,1,0,0.6494,2,0
395.07,0,55,0.8425,-0.281,5,0,0.2503,53,1
799.7,1,60,0.4484,-0.1061,5,0,0.235,48,1
1114.12,1,25,0.8522,-0.0896,1,0,0.4665,5,1
313.53,0,26,0.4875,-0.4131,6,0,0.3956,16,0
373.09,0,37,0.9126,0.2424,3,0,0.5309,6,0
181.16,0,26,0.5891,0.0098,0,0,0.5567,2,0
2280.71,2,17,0.7664,0.056,0,1,0.7027,6,0
284.17,0,43,0.6127,-0.2767,5,0,0.0888,12,0
